TITLE,RATING,RUNTIME,IMDB_RATING,GENRE,RELEASE_YEAR,DESCRIPTION,DIRECTOR,STARS,VOTES,TYPE
Baby in a Manger,G,80.0,5.2,"Drama, Romance",2019.0,"Christmas is about a miracle baby, but when CPS agent Alison and police officer Brock find a lost baby lying in a nativity scene, it'll take a miracle for them just to stop bickering. Can ...                See full summary »",Justin G. Dyck,"Monica Rodriguez Knox, Michael Morrone, Caylin Turner, Gene Abella, ",286,Movie
Nagykarácsony,Not Rated,110.0,6.2,"Comedy, Romance",2021.0,A firefighter develops a fear of heights and has strange visions after his wedding proposal goes up in smoke.Will a teacher he meets later cure his vertigo and mend his broken heart?,Dániel Tiszeker,"András Ötvös, Emöke Zsigmond, Péter Scherer, Lia Pokorny, ","1,360",Movie
We Wish You a Turtle Christmas,Not Rated,25.0,2.2,"Short, Comedy, Musical",1994.0,"On Christmas Eve the Turtles realize they've forgotten to get Splinter a gift. They hit the town to try to figure out what to get him, their kid fans join them and lots of singing, dancing and some rapping and shenanigans ensues.",Larry Osborne,"Eric Anzalone, Alfredo Miller, Florence Reymond, Ronn K. Smith, ",444,Movie
This Is Our Christmas,Not Rated,79.0,3.3,Family,2018.0,"The Foxworth family decide to spend the Christmas holiday with their aunt Maggy, only to find her beloved bakery is under threat. It's up to the family to band together, save the bakery and pull off a Christmas miracle.",Christian Filippella,"Margaret O'Brien, Ronn Moss, Brandon Tyler Russell, Donna Spangler, ",189,Movie
The Christmas Consultant,TV-PG,88.0,5.1,Comedy,2012.0,A sought-after holiday consultant is hired by a workaholic mother to get her family through the holidays.,John Bradshaw,"David Hasselhoff, Caroline Rhea, Barclay Hope, Eliza Faria, ",634,Movie
The Christmas Doodle,Not Rated,60.0,4.4,Family,2021.0,A Christmas story with a puppy.,Ashley Hays Wright,"Ashley Hays Wright, David Owen Wright, Scout Wright, Cadence Wright, ",52,Movie
An Accidental Christmas,TV-PG,90.0,4.5,"Comedy, Family, Romance",2007.0,A couple separated for almost a year endure the machinations of their two children trying to effect a reconciliation.,Fred Olen Ray,"Cynthia Gibb, David Millbern, Jason Connery, Stuart Pankin, ",609,Movie
Christmas by Chance,Not Rated,97.0,6.2,"Comedy, Romance",2020.0,The owner of a struggling gift shop is hired by a famous entrepreneur to organize a romantic marriage proposal for his socialite girlfriend.,Andrew Cymek,"Winny Clarke, Jacob Blair, Celine Tsai, Sharjil Rasool, ",338,Movie
Baking Spirits Bright,TV-PG,85.0,5.2,"Drama, Romance",2021.0,Mira Varma will do everything it takes to protect the core and heart of the family fruitcakes company she loves.,Aubrey Arnason,"Rekha Sharma, Dion Johnstone, Aadila Dosani, Praneet Akilla, ",281,Movie
A Sugar & Spice Holiday,TV-G,84.0,6.3,"Comedy, Drama, Romance",2020.0,"A rising young architect, Suzy, returns to her hometown in Maine for Christmas and finds herself competing in the local gingerbread bake-off alongside an old high school classmate, Billy, while also trying to win a big promotion at work.",Jennifer Liao,"Jacky Lai, Tony Giroux, Lillian Lim, Tzi Ma, ",565,Movie
A Christmas for Mary,TV-G,90.0,5.8,"Drama, Romance",2020.0,"Up-and-coming journalist Lena Jones is tasked with delivering a story by Christmas that will wow her boss, magazine editor Vivian Vaye, who is dangling a promotion to head writer over ...                See full summary »",David DeCoteau,"Vivica A. Fox, Jackée Harry, Morgan Dixon, Leah Briese, ",179,Movie
The Dog Days of Christmas,Not Rated,88.0,5.2,"Family, Romance",2021.0,"After finishing a mission, aid worker Annie Blake is going home to Vermont to spend the holidays with her family. When the local animal shelter closes, Annie steps in to save it with the help of the local vet and old school nemesis, Dylan.",Tori Garrett,"Georgia Flood, Ezekiel Simat, Anthony Phelan, Christine Amor, ",310,Movie
A Crafty Christmas Romance,TV-PG,84.0,5.5,Romance,2020.0,"Mandy Page, the owner of a used book store, loves Christmas.When she finds a touching letter to Santa stuffed between the pages of an old book recently donated, she decides it would be fun ...                See full summary »",Brian Brough,"Nicola Posener, Brad Johnson, Renny Grames, Wuta Beta, ",585,Movie
Baking Christmas,TV-PG,84.0,6.1,"Comedy, Drama, Romance",2019.0,"When their mother decides to retire, her three children organize the Christmas Cake Off to choose which one of them will take over the family bakery.",Fred Olen Ray,"Khalilah Joi, Arnell Powell, Leigh-Ann Rose, Aloma Wright, ",185,Movie
A Law for Christmas,Not Rated,No data,Not Rated,Romance,No Data,A young politician has to leave the city for her career and finds her vocation and true love in the countryside.,Simon Wesely,"Savannah Lathem, Chase Giacomo, Joshua Wesely, G. Michael Nicolosi, ",Not Rated,Movie
One Christmas Wish,TV-PG,86.0,6.7,"Drama, Family, Musical",2015.0,"Feeling alone during the holidays, a college student places an ad to find a family to spend time with her on Christmas.",James Head,"Amber Riley, Matreya Fedor, Priscilla Faia, Camille Sullivan, ",566,Movie
Christmas with the Karountzoses,Not Rated,110.0,6.3,Comedy,2015.0,On Christmas Eve Michael Karountzos finds out he didn't get his anticipated promotion and must now deal with fourteen Greek relatives at his dinner table.,J.J. Englert,"Robert Krantz, Robert Krantz, Nicole Laino, Kee Broussard, Angelo Tsarouchas, ",112,Movie
Letters to Santa,Not Rated,110.0,7.2,"Comedy, Romance",2011.0,A romantic comedy set on Christmas Eve in Warsaw and centered around a series of characters.,Mitja Okorn,"Maciej Stuhr, Roma Gasiorowska, Tomasz Karolak, Agnieszka Dygant, ","4,754",Movie
Barbie: A Perfect Christmas,Not Rated,74.0,5.4,"Animation, Family, Musical",2011.0,"With big plans and Christmas just around the corner, Barbie and her sisters pack their suitcases to visit Aunt Millie; but, instead, they wind up in a snow-capped and super-festive little town. Is this going to be the best Christmas ever?",Mark Baldo,"Diana Kaarina, Jennifer Waris, Rachel Drance, Nevada Brandt, ","1,273",Movie
His and Her Christmas,TV-PG,89.0,5.1,"Comedy, Drama, Romance",2005.0,Tom Lane is the star columnist for the media conglomerate owned San Francisco Sun newspaper. The company is thinking about increasing Tom's exposure by producing a new television show ...                See full summary »,Farhad Mann,"Dina Meyer, David Sutcliffe, April Telek, Kyle Cassie, ",719,Movie
Puppy Star Christmas,PG,91.0,3.7,"Comedy, Family, Musical",2018.0,"A song-filled new Air Bud 'Pup Star' movie that introduces four new pups to the family, who stow away on Santa's sleigh and find themselves trapped at the North Pole, trying to save the world's Christmas spirit.",Robert Vince,"Diedrich Bader, Oakley Bull, Tyreese Burnett, Chico, ",293,Movie
Cancel Christmas,TV-G,87.0,5.5,"Comedy, Family, Fantasy",2010.0,Santa Claus discovers that children have become too greedy and must prove otherwise before his favorite holiday is canceled. His mission is to teach two incorrigible children the importance of charity.,John Bradshaw,"Judd Nelson, Justin Landry, Natalie Brown, John Fleming, ",617,Movie
The Littlest Light on the Christmas Tree,Not Rated,44.0,3.5,"Animation, Short, Family",2004.0,"Christmas is the time for love, peace and friendship. When Emmanuel, the money loving shop owner who doesn't see the real reason for Christmas throws out a faulty ligh and an angel. Timothy...                See full summary »",Anthony Gentile,"John Gentile, Katy Blake, Don Burroughs, Donna Daley, Jacob Harran, ",154,Movie
Beaus of Holly,Not Rated,88.0,5.6,"Comedy, Romance",2020.0,"A woman proposes to her boyfriend who says he has to work things out with an ex before he can answer, leaving her to take a romantic sleigh ride alone with a sympathetic driver.",Anthony C. Ferrante,"Jennifer Freeman, Johnny Pacar, Michael Copon, Nikki Leigh, ",283,Movie
I'll Be Next Door for Christmas,TV-PG,100.0,5.0,"Comedy, Family",2018.0,"Chronically embarrassed by her family's over-the-top Christmas celebrations, a teenage girl hatches an elaborate plan to avoid her parents when her long-distance boyfriend plans a visit.",David Jay Willis,"Juliette Angelo, Kirrilee Berger, Regan Burns, Beth Littleford, ",809,Movie
The Christmas Challenge,Not Rated,86.0,4.8,"Comedy, Romance",2022.0,"Podcast host Laura Ross and her longtime friend and producer Paul are challenged to re-examine their personal and professional relationships when a listener submits the daily ""Christmas ...                See full summary »",Hunter West,"Jennica Schwartzman, Zack Gold, Galadriel Stineman, Jessica Anderson, ",47,Movie
Operation Christmas List,TV-Y,88.0,4.5,"Comedy, Family",2016.0,Things don't go according to plan when a 12-year-old attempts to get his hands on a batch of the Christmas season's must-have toy.,Justin G. Dyck,"Colton Gobbo, Kyle Peacock, Jacob Soley, Julia Pulo, ",98,Movie
Stowaway,Approved,87.0,7.1,"Adventure, Family, Musical",1936.0,A young girl lost in Shanghai is taken in by an American playboy and his girlfriend.,William A. Seiter,"Shirley Temple, Robert Young, Alice Faye, Eugene Pallette, ","1,448",Movie
This Is Christmas,Not Rated,128.0,3.9,Drama,2017.0,"Christmas is approaching, and best friends Harry, Jordan, Ben, and Dennis are at their annual get-together before the holidays. As they share stories of their past year, it is clear they all still have a lot of growing to do.",Joseph Rassulo,"A. Russell Andrews, Lynsey Bartilson, Scarlett Chorvat, Jsu Garcia, ",27,Movie
The Christmas Tree,Not Rated,93.0,6.8,"Drama, Family",1996.0,"A story about a forming friendship between an elderly nun, Sister Anthony, and New York's Rockefeller Center's head gardener Richard Reilly, who wants to fell a tree she's been growing for ...                See full summary »",Sally Field,"Julie Harris, Trini Alvarado, Andrew McCarthy, Suzi Hofrichter, ",440,Movie
Christmas at the Riviera,Not Rated,94.0,6.0,Comedy,2007.0,The assistant manager of a seaside hotel is left to run the building over the Christmas period.,Mark Bussell,"Justin Sbresni, Alexander Armstrong, Darren Boyd, Anna Chancellor, Warren Clarke, ",227,Movie
Perfect Strangers,Not Rated,26.0,7.1,"Short, Comedy, Romance",2015.0,Two strangers stuck in the Scottish Highlands on Christmas Eve team up to get home in time for Christmas.,Ryan Hendrick,"Kenny Boyle, Clare Sheerin, David Newman, Nicki MacDonald, ",28,Movie
The Horses of McBride,Not Rated,89.0,6.4,"Drama, Family",2012.0,"When Nicki discovers two horses stranded deep in the Rocky Mountain snow, she is determined to find a way to set them free.",Anne Wheeler,"Aidan Quinn, MacKenzie Porter, Kari Matchett, Edward Ruttle, ",375,Movie
12 Dates of Christmas,Not Rated,No data,Not Rated,Comedy,No Data,"A woman longing to rediscover the wonder of Christmas meets a man with the key -- actually, 12 of them -- to unlocking the magic. Inspired by ""The 12 Days of Christmas"", a successful, ...                See full summary »",Paul A. Kaufman,No data,Not Rated,Movie
Royal Family Christmas,Not Rated,No data,6.6,Comedy,2015.0,"A group of grown siblings decide to gather the whole family together for Christmas, but their plan backfires when they learn their parents have split.",Lance Kawas,"Javon Anderson, Tichina Arnold, Ele Bardha, Lulu Dahl, ",84,Movie
The Key to Christmas,Not Rated,80.0,5.4,Family,2020.0,"When a disgruntled elf takes over the North Pole, she turns time backwards and Santa Claus begins getting younger fast. It's up to a loyal elf, a little girl with a magic key, and the now-teenage Santa to save the future of Christmas.",Jason Mills,"Scott Osborne, Camryn Macdonald, Sadie Silcock, Liam Tait, ",121,Movie
The Original Christmas Classics,Not Rated,No data,8.4,"Animation, Family",1965.0,Includes the original stories of Rudolph the Red-Nosed Reindeer / Santa Claus Is Comin' to Town / Frosty the Snowman / Frosty Returns / Mr. Magoo's Christmas Carol / Little Drummer Boy / Cricket on the Hearth.,No data,No data,47,Movie
Four Daughters,Approved,90.0,6.9,"Drama, Music, Romance",1938.0,"A musician is blessed with four musical prodigies, all girls, and cursed when a troubled young composer enters the lives of his Four Daughters.",Michael Curtiz,"Claude Rains, John Garfield, Jeffrey Lynn, Frank McHugh, ","2,147",Movie
Discarding Santa,Not Rated,85.0,4.7,"Adventure, Comedy, Family",2018.0,"""In 2010, the city of Leitchfield, Kentucky decided to outlaw any and all references to Santa Claus for Christmas, in an attempt to de-commercialize the holiday. The events that happened ...                See full summary »",Bob Maze,"Spencer Kingsley, Jeff Armstrong, Lewis Wright, Kathlene Ashcraft, ",43,Movie
Off Season,TV-G,94.0,5.6,"Comedy, Drama, Family",2001.0,"After the death of his parents, 10-year-old, Jackson Mayhew (Culkin), moves in with his Aunt. But when he befriends an elderly man (Cronyn), he begins to suspect that the old man is actually Santa Claus.",Bruce Davison,"Sherilyn Fenn, Hume Cronyn, Bruce Davison, Tom McBeath, ",373,Movie
An Unremarkable Christmas,TV-14,82.0,3.3,"Comedy, Drama",2020.0,"Before the events of S1, Juanquini, El Ñato and Captain González shared one Christmas wish: being courageous enough to change their lives. One mysterious character, El Dañado, could be the one who makes their dreams come true.",Juan Camilo Pinzón,"Luis Eduardo Arango, Julián Cerati, Aura Cristina Geithner, Mariana Gómez, ",160,Movie
Christmas Proposal,Not Rated,96.0,4.2,"Comedy, Romance",2021.0,"When work moves Jason across the world, he can only bring his love, Carla, if they are married by Christmas.",Nakia T Hamilton,"Joshua T. Shipman, Lily Nicole, David Perez, Denine Rochelle, ",91,Movie
The Three Dogateers,TV-Y,88.0,2.9,Family,2014.0,"When a couple of burglars make off with their family's presents and decorations, the Three Dogateers set off on a journey to sniff out the bad guys and save Christmas!",Jesse Baget,"Dean Cain, Richard Riehle, Bill Oberst Jr., Danielle Judovits, ",321,Movie
Christmas at the Mistletoe Inn,Not Rated,No data,Not Rated,Family,No Data,"Willow Bends, a disillusioned movie location scout, has lost her Christmas spirit. With a little Christmas magic, she finds herself starring in her own real-life Christmas movie with the perfect leading man in a cozy mountain town.",Lexi Giovagnoli,No data,Not Rated,Movie
